0,0,0,"contacter déménageurs",normal
0,0,0,"vider appartement",normal
0,0,0,"refactor gpt_recsys_class",normal
0,0,0,"Kdo mariage Eric",normal
0,0,0,"bugwarrior",normal
0,0,0,"taskserver",normal
0,0,0,"taskopen",normal
0,0,0,"soywood\/himalaya",normal
0,0,0,"check 2150THB refund Bumrungrad 2023",normal
0,0,0,"Check refund air india 15",normal
0,0,0,"taskwiki",normal
0,0,0,"taskell",normal
0,0,0,"verifier lits dispos hopitaux paris",normal
0,0,0,"conditions de vols:jours, horaires, taille siege",normal
0,0,0,"mentionner sans GLUTEN vol+hospi",normal
0,0,0,"maison de repos médicalisée à Paris",normal
0,0,0,"contacter Lolo",normal
0,0,0,"msg pour Flavio",normal
0,0,0,"look analytics engineering master (Coursera)",normal
0,0,0,"answer Khenpo: visit Rinpoche this week-end",normal
